AUTORE,TITOLO,CASA EDITRICE,GENERE,DISPONIBILITÀ
Messina Marion,Falsa partenza,La nave di Teseo,Narrativa,
Miller Madaline,Circe,Feltrinelli,Narrativa per ragazzi,
Miller Madaline,La canzone di Achille,Feltrinelli,Narrativa per ragazzi,
Mitchell David,Cloud Atlas,Pickwick,Sci-Fi,
Morton Timothy,Iperoggetti,Produzioni Nero,Saggistica,
Mouawad Wajdi,Anima,Fazi,Narrativa,
Munari Bruno,Da cosa nasce cosa,Laterza,Saggistica,
Munari Bruno,Design e comunicazione visica,Laterza,Saggistica,
Munro Alice ,La vita delle ragazze e delle donne,Einaudi,Narrativa,
Murakami Haruki ,Norwegian Wood,Einaudi,Narrativa,
Murakami Haruki ,Kafka sulla spiaggia,Einaudi,Narrativa,
Murakami Haruki ,La ragazza dello Sputnik,Einaudi,Narrativa,
Nabokov Vladimir,"Parla, ricordo",Adelphi,Saggistica,
Nafisi Azar,Leggere Lolita a Teheran,Adelphi,Narrativa,
Nashiki Kajo,Un'estate con la Strega dell'Ovest,Feltrinelli,Narrativa per ragazzi,
Nesti Fido,1984. Il graphic novel,Mondadori,Graphic novel,
Ngozi Adichie Chimamanda ,Metà di un sole giallo,Einaudi,Narrativa,
Nin Anaïs,Il delta di Venere,Bompiani,Narrativa,
O’Brien Edna ,Ragazze di campagna. La trilogia,Einaudi,Narrativa,
Orlando Francesco ,Il soprannaturale letterario,Einaudi,Saggistica,
Palacio R. J.,Wonder,Giunti,Narrativa per ragazzi,
Paniagua Esther ,Error 404,Einaudi,Saggistica,
Parrella Valeria ,Almarina,Einaudi,Narrativa,
Pastoureau Michel,Medioevo simbolico,Laterza,Saggistica,
Pastoureau Michel,Verde. Storia di un clore,Ponte alle Grazie,Saggistica,
Pavese Cesare ,La letteratura americana,Einaudi,Narrativa,
Perutz Leo,Di notte sotto il ponte di pietra,e/o,Narrativa,
Pessl Marisha ,Nevermore,Mondadori,Fantasy,
Pitzorno Bianca,Il sogno della macchina da cucire,Bompiani,Narrativa per ragazzi,
Pitzorno Bianca ,La bambinaia francese,Mondadori,Narrativa per ragazzi,
Politkovskaja Anna,La Russia di Putin,Adelphi,Saggistica,
Pollan Michael,Piante che cambiano la mente,Adelphi,Saggistica,
Pullman Philip,Queste oscure materie,Salani,Fantasy,
Pynchon Thomas ,Contro il giorno,Einaudi,Narrativa,
Quammen David,Senza respiro,Adelphi,Saggistica,
Quammen David,Spillover,Adelphi,Saggistica,
Queneau Raymond ,Piccola cosmogonia portatile,Einaudi,Poesia,
Reza Yasmina,Felici i felici,Adelphi,Narrativa,
Robins Jane ,Il magnifico Spilsbury,Einaudi,Narrativa,
Rooney Sally,"Dove sei, mondo bello",Einaudi,Narrativa,
Rooney Sally,Persone normali,Einaudi,Narrativa,
Rooney Sally ,Parlarne tra amici,Einaudi,Narrativa,
Roth Philip,Complotto contro l’America,Einaudi,Narrativa,
Rovelli Carlo,Sette brevi lezioni di fisica,Adelphi,Saggistica,
Rowling Joanne K.,Harry Potter la pietra filosofale,Salani,Fantasy,In prestito
Rowling Joanne K.,Harry Potter e la camera dei segreti,Salani,Fantasy,
Rowling Joanne K.,Harry Potter e il prigioniero di Azkaban,Salani,Fantasy,
Rowling Joanne K.,Harry Potter e il calice di fuoco,Salani,Fantasy,
Rowling Joanne K.,Harry Potter e l'Ordine della Fenice,Salani,Fantasy,
Rowling Joanne K.,Harry Potter e il Principe Mezzosangue,Salani,Fantasy,
Rowling Joanne K.,Harry Potter e i Doni della Morte,Salani,Fantasy,
Sanguineti Edoardo ,Poesia italiana del Novecento,Einaudi,Poesia,
Sanguineti Edoardo ,Quaderno di traduzioni,Einaudi,Poesia,
Sapienza  Goliarda ,L’arte della gioia,Einaudi,Narrativa,
Satrapi Maarjane,Persepolis,Rizzoli,Graphic novel,
Scaffai Niccolò ,Racconti del pianeta Terra,Einaudi,Narrativa,
Sebald Winfried G.,Austerlitz,Adelphi,Narrativa,
Simenon Georges,La camera azzurra,Adelphi,Narrativa,
Spiegelman Art,Maus,Einaudi,Graphic novel,
St. John Mandel Emily,Mare della tranquillità,La nave di Teseo,Narrativa,
Starnone Domenico ,Lacci,Einaudi,Narrativa,
Strout Elizabeth,Olive Kitteridge,Fazi,Narrativa,
Szabó Magda ,La porta,Einaudi,Narrativa,
Tartt Donna,Dio di illusioni,BUR,Narrativa per ragazzi,
Testa Annamaria,La parola immaginata,Il Saggiatore,Saggistica,
Tkarczuk Olga,Guida il tuo carro sulle ossa dei morti,Bompiani,Narrativa,
Todd Anna,After,Nord ,Narrativa per ragazzi,
Trevisan Vitaliano ,Works,Einaudi,Narrativa,
Tuil Karine,Le cose umane,La nave di Teseo,Narrativa,
Tullet Hervé,Il gioco del buio,L'Ippocampo,Narrativa per bambini,
Turner Tracey,La storia del mondo in 25 città,Nord-Sud,Saggistica,
Unger Andrea,Trattato di Moneryoner Management,Hoepli,Saggistica,
Updike John ,Il centauro,Einaudi,Narrativa,
Urrea Luis Alberto ,La casa degli angeli spezzati,Einaudi,Narrativa,
Vonnegut Kurt,Madre notte,Bompiani,Narrativa,
Wallace Marjorie,Le gemelle non parlavano,Adelphi,Saggistica,
Woolf Virginia,Una stanza tutta per sé,Feltrinelli,Saggistica,
Yong Ed,Un mondo immenso,La nave di Teseo,Saggistica,
Yu Hua,La Cina in dieci parole,Feltrinelli,Saggistica,
Zeniter Alice ,L'arte di perdere,Einaudi,Narrativa,
Zerocalcare,La profezia dell'armadillo,Bao,Graphic novel,
Dostoevskij Fëdor,Delitto e castigo,Einaudi,Narrativa,
Eco Umberto,Il nome della rosa,Bompiani,Narrativa,
Eugenides Jeffrey,Le vergini suicide,Feltrinelli,Narrativa,
Fante John,Chiedi alla polvere,Feltrinelli,Narrativa,
Faulkner William,Rumore e furia,Mondadori,Narrativa,
Ferrante Elena,L'amica geniale,E/O,Narrativa,
Fitzgerald F. Scott,Il grande Gatsby,Mondadori,Narrativa,
Follett Ken,I pilastri della Terra,Mondadori,Narrativa storica,
Ford Richard,Independence Day,Guanda,Narrativa,
Foscolo Ugo,Le ultime lettere di Jacopo Ortis,Einaudi,Narrativa,
Fowles John,Il paziente inglese,Rizzoli,Narrativa,
Franzen Jonathan,Libertà,Einaudi,Narrativa,
Gaiman Neil,American Gods,Mondadori,Fantasy,
García Márquez Gabriel,Cent'anni di solitudine,Mondadori,Narrativa,
Ginzburg Natalia,Lessico famigliare,Einaudi,Narrativa,
Gombrowicz Witold,Cosmos,Einaudi,Narrativa,
Grass Günter,Il tamburo di latta,Feltrinelli,Narrativa,
Greene Graham,Il potere e la gloria,Adelphi,Narrativa,
Guareschi Giovanni,Don Camillo e Peppone,Rizzoli,Narrativa,
Hammett Dashiell,Il mistero del falco,Mondadori,Giallo,
Hamsun Knut,Fame,Einaudi,Narrativa,
Hardy Thomas,Tess dei d'Urberville,Newton Compton,Narrativa,
Hemingway Ernest,Addio alle armi,Mondadori,Narrativa,
Hesse Hermann,Siddharta,Mondadori,Narrativa,
Huxley Aldous,Il mondo nuovo,Mondadori,Sci-Fi,
Ishiguro Kazuo,Non lasciarmi,Einaudi,Narrativa,
James Henry,Il giro di vite,Mondadori,Narrativa,
Joyce James,Ulysses,Mondadori,Narrativa,
Kafka Franz,Il processo,Einaudi,Narrativa,
Kerouac Jack,Sulla strada,Feltrinelli,Narrativa,
Kipling Rudyard,Il libro della giungla,Newton Compton,Narrativa per ragazzi,
Kundera Milan,L'insostenibile leggerezza dell'essere,Adelphi,Narrativa,
Lampedusa Giuseppe Tomasi di,Il Gattopardo,Feltrinelli,Narrativa,
Lee Harper,Il buio oltre la siepe,Feltrinelli,Narrativa,
Lev Tolstoj,Guerra e pace,Einaudi,Narrativa,
London Jack,Martin Eden,Newton Compton,Narrativa,
Lovecraft H.P.,Necronomicon,Newton Compton,Horror,
Mann Thomas,La montagna incantata,Feltrinelli,Narrativa,
Martel Yann,Life of Pi,Rizzoli,Narrativa,
Maupassant Guy de,Bel-Ami,Newton Compton,Narrativa,
Melville Herman,Moby Dick,Feltrinelli,Narrativa,
Miller Henry,Tropico del Cancro,Feltrinelli,Narrativa,
Murakami Haruki,1Q84,Einaudi,Narrativa,
Nabokov Vladimir,Lolita,Mondadori,Narrativa,
Orwell George,1984,Mondadori,Narrativa,
Pamuk Orhan,Il mio nome è rosso,Feltrinelli,Narrativa,
Pessoa Fernando,Il libro dell'inquietudine,Einaudi,Narrativa,
Pirandello Luigi,Uno, nessuno e centomila,Mondadori,Narrativa,
Poe Edgar Allan,Racconti,Giunti,Narrativa,
Proust Marcel,Alla ricerca del tempo perduto,Mondadori,Narrativa,
Pullman Philip,La bussola d'oro,Mondadori,Fantasy,
Roth Philip,Lamento di Portnoy,Mondadori,Narrativa,
Rushdie Salman,I versi satanici,Adelphi,Narrativa,
Saramago José,Cecità,Einaudi,Narrativa,
Sartre Jean-Paul,La nausea,Einaudi,Narrativa,
Saviano Roberto,Gomorra,Mondadori,Narrativa,
Shakespeare William,Macbeth,Newton Compton,Narrativa teatrale,
Silone Ignazio,Fontamara,Einaudi,Narrativa,
Sinclair Upton,La giungla,Feltrinelli,Narrativa,
Smith Zadie,On Beauty,Einaudi,Narrativa,
Stendhal,Il rosso e il nero,Newton Compton,Narrativa,
Steinbeck John,Uomini e topi,Mondadori,Narrativa,
Stoker Bram,Dracula,Newton Compton,Horror,
Swift Jonathan,I viaggi di Gulliver,Newton Compton,Narrativa,
Tolkien J.R.R.,Il Signore degli Anelli,Mondadori,Fantasy,
Tolstoj Lev,Anna Karenina,Einaudi,Narrativa,
Twain Mark,Le avventure di Tom Sawyer,Newton Compton,Narrativa per ragazzi,
Verne Jules,Ventimila leghe sotto i mari,Newton Compton,Avventura,
Voltaire,Candido,Newton Compton,Narrativa,
Wilde Oscar,Il ritratto di Dorian Gray,Feltrinelli,Narrativa,
Woolf Virginia,La signora Dalloway,Adelphi,Narrativa,
Zafón Carlos Ruiz,L'ombra del vento,Mondadori,Narrativa,
Adams Richard,Watership Down,Mondadori,Narrativa per ragazzi,
Alcott Louisa May,Piccole donne,Newton Compton,Narrativa per ragazzi,
Allende Isabel,La casa degli spiriti,Feltrinelli,Narrativa,
Ammaniti Niccolò, Io e te,Einaudi,Narrativa,
Andersen Hans Christian,Favole,Newton Compton,Narrativa per ragazzi,
Atwood Margaret,Il racconto dell'ancella,Frassinelli,Narrativa,
Austen Jane,Orgoglio e pregiudizio,Newton Compton,Narrativa,
Baldacci David,Il collezionista,Sperling & Kupfer,Thriller,
Banville John,Il mare,Guanda,Narrativa,
Barker Pat,Regeneration,Guanda,Narrativa,
Barrie J.M.,Peter Pan,Newton Compton,Narrativa per ragazzi,
Bennett Alan,Il mistero di Edwin Drood,Mondadori,Giallo,
Boccaccio Giovanni,Decameron,Newton Compton,Narrativa,
Bowen Elizabeth,L'hotel,Rizzoli,Narrativa,
Boyle T.C.,Il mondo del sonno,Feltrinelli,Narrativa,
Bradbury Ray,Fahrenheit 451,Oscar Mondadori,Sci-Fi,
Brontë Charlotte,Giorni di penitenza,Newton Compton,Narrativa,
Bulgakov Michail,Il maestro e Margherita,Einaudi,Narrativa,
Burgess Anthony,Arancia meccanica,Mondadori,Narrativa,
Burnett Frances Hodgson,Il giardino segreto,Newton Compton,Narrativa per ragazzi,
Butler Octavia E.,Parable of the Sower,E/O,Sci-Fi,
Calvino Italo,Il barone rampante,Einaudi,Narrativa,
Camus Albert,Lo straniero,Einaudi,Narrativa,
Card Orson Scott,Ender's Game,Mondadori,Sci-Fi,
Carroll Lewis,Alice nel Paese delle Meraviglie,Newton Compton,Narrativa per ragazzi,
Cervantes Saavedra Miguel de,Don Chisciotte,Newton Compton,Narrativa,
Chandler Raymond,Il grande sonno,Mondadori,Giallo,
Chekhov Anton,Racconti,Newton Compton,Narrativa,
Chopin Kate,Il risveglio,Newton Compton,Narrativa,
Christie Agatha,Dieci piccoli indiani,Mondadori,Giallo,
Clarke Arthur C.,2001: Odissea nello spazio,Oscar Mondadori,Sci-Fi,
Coelho Paulo,L'alchimista,Rizzoli,Narrativa,
Collins Suzanne,The Hunger Games,Mondadori,Fantasy,
Conrad Joseph,Cuore di tenebra,Feltrinelli,Narrativa,
Cooper James Fenimore,L'ultimo dei Mohicani,Newton Compton,Narrativa,
Crichton Michael,Jurassic Park,Superpocket,Avventura,
Cronin Justin,L'anello di fuoco,Tea,Narrativa,
Cussler Clive,Il tesoro dell'Inca,Longanesi,Thriller,
Dante Alighieri,La Divina Commedia,Newton Compton,Poesia,
De Amicis Edmondo,Cuore,Newton Compton,Narrativa per ragazzi,
DeLillo Don,Sabbia,Bompiani,Narrativa,
Dickens Charles,Grandi speranze,Newton Compton,Narrativa,
Doerr Anthony,Tutta la luce che non vediamo,Corbaccio,Narrativa,
Donne John,Poesie,Newton Compton,Poesia,
Du Maurier Daphne,Rébecca,Newton Compton,Narrativa,
Dumas Alexandre,Il conte di Montecristo,Newton Compton,Narrativa,
Eco Umberto,Baudolino,Bompiani,Narrativa,
Eliot George,Middlemarch,Newton Compton,Narrativa,
Ellis Bret Easton,American Psycho,Superpocket,Narrativa,
Endō Shūsaku,Silenzio,Einaudi,Narrativa,
Eschbach Andreas,Gli altri,TEA,Narrativa,
Eugenides Jeffrey,Le vergini suicide,Feltrinelli,Narrativa,
Fante John,Chiedi alla polvere,Feltrinelli,Narrativa,
Faulkner William,Rumore e furia,Mondadori,Narrativa,
Ferrante Elena,L'amica geniale,E/O,Narrativa,
Fitzgerald F. Scott,Il grande Gatsby,Mondadori,Narrativa,
Follett Ken,I pilastri della Terra,Mondadori,Narrativa storica,
Ford Richard,Independence Day,Guanda,Narrativa,
Foscolo Ugo,Le ultime lettere di Jacopo Ortis,Einaudi,Narrativa,
Fowles John,Il paziente inglese,Rizzoli,Narrativa,
Franzen Jonathan,Libertà,Einaudi,Narrativa,
Gaiman Neil,American Gods,Mondadori,Fantasy,
García Márquez Gabriel,Cent'anni di solitudine,Mondadori,Narrativa,
Ginzburg Natalia,Lessico famigliare,Einaudi,Narrativa,
Gombrowicz Witold,Cosmos,Einaudi,Narrativa,
Grass Günter,Il tamburo di latta,Feltrinelli,Narrativa,
Greene Graham,Il potere e la gloria,Adelphi,Narrativa,
Guareschi Giovanni,Don Camillo e Peppone,Rizzoli,Narrativa,
Hammett Dashiell,Il mistero del falco,Mondadori,Giallo,
Hamsun Knut,Fame,Einaudi,Narrativa,
Hardy Thomas,Tess dei d'Urberville,Newton Compton,Narrativa,
Hemingway Ernest,Addio alle armi,Mondadori,Narrativa,
Hesse Hermann,Siddharta,Mondadori,Narrativa,
Huxley Aldous,Il mondo nuovo,Mondadori,Sci-Fi,
Ishiguro Kazuo,Non lasciarmi,Einaudi,Narrativa,
James Henry,Il giro di vite,Mondadori,Narrativa,
Joyce James,Ulysses,Mondadori,Narrativa,
Kafka Franz,Il processo,Einaudi,Narrativa,
Kerouac Jack,Sulla strada,Feltrinelli,Narrativa,
Kipling Rudyard,Il libro della giungla,Newton Compton,Narrativa per ragazzi,
Kundera Milan,L'insostenibile leggerezza dell'essere,Adelphi,Narrativa,
Lampedusa Giuseppe Tomasi di,Il Gattopardo,Feltrinelli,Narrativa,
Lee Harper,Il buio oltre la siepe,Feltrinelli,Narrativa,
Du Maurier Daphne,Rebecca,Newton Compton,Narrativa,
Dumas Alexandre,Il conte di Montecristo,Newton Compton,Narrativa,
Eco Umberto,Baudolino,Bompiani,Narrativa,
Eliot George,Middlemarch,Newton Compton,Narrativa,
Ellis Bret Easton,American Psycho,Superpocket,Narrativa,
Endō Shūsaku,Silenzio,Einaudi,Narrativa,
Eschbach Andreas,Gli altri,TEA,Narrativa,
Eugenides Jeffrey,Le vergini suicide,Feltrinelli,Narrativa,
Fante John,Chiedi alla polvere,Feltrinelli,Narrativa,
Faulkner William,Rumore e furia,Mondadori,Narrativa,
Ferrante Elena,L'amica geniale,E/O,Narrativa,
Fitzgerald F. Scott,Il grande Gatsby,Mondadori,Narrativa,
Follett Ken,I pilastri della Terra,Mondadori,Narrativa storica,
Ford Richard,Independence Day,Guanda,Narrativa,
Foscolo Ugo,Le ultime lettere di Jacopo Ortis,Einaudi,Narrativa,
Fowles John,Il paziente inglese,Rizzoli,Narrativa,
Franzen Jonathan,Libertà,Einaudi,Narrativa,
Gaiman Neil,American Gods,Mondadori,Fantasy,
García Márquez Gabriel,Cent'anni di solitudine,Mondadori,Narrativa,
Ginzburg Natalia,Lessico famigliare,Einaudi,Narrativa,
Gombrowicz Witold,Cosmos,Einaudi,Narrativa,
Grass Günter,Il tamburo di latta,Feltrinelli,Narrativa,
Greene Graham,Il potere e la gloria,Adelphi,Narrativa,
Guareschi Giovanni,Don Camillo e Peppone,Rizzoli,Narrativa,
Hammett Dashiell,Il mistero del falco,Mondadori,Giallo,
Hamsun Knut,Fame,Einaudi,Narrativa,
Hardy Thomas,Tess dei d'Urberville,Newton Compton,Narrativa,
Hemingway Ernest,Addio alle armi,Mondadori,Narrativa,
Hesse Hermann,Siddharta,Mondadori,Narrativa,
Huxley Aldous,Il mondo nuovo,Mondadori,Sci-Fi,
Ishiguro Kazuo,Non lasciarmi,Einaudi,Narrativa,
James Henry,Il giro di vite,Mondadori,Narrativa,
Joyce James,Ulysses,Mondadori,Narrativa,
Kafka Franz,Il processo,Einaudi,Narrativa,
Kerouac Jack,Sulla strada,Feltrinelli,Narrativa,
Kipling Rudyard,Il libro della giungla,Newton Compton,Narrativa per ragazzi,
Kundera Milan,L'insostenibile leggerezza dell'essere,Adelphi,Narrativa,
Lampedusa Giuseppe Tomasi di,Il Gattopardo,Feltrinelli,Narrativa,
Lee Harper,Il buio oltre la siepe,Feltrinelli,Narrativa,
Lev Tolstoj,Guerra e pace,Einaudi,Narrativa,
London Jack,Martin Eden,Newton Compton,Narrativa,
Lovecraft H.P.,Necronomicon,Newton Compton,Horror,
Mann Thomas,La montagna incantata,Feltrinelli,Narrativa,
Martel Yann,Life of Pi,Rizzoli,Narrativa,
Maupassant Guy de,Bel-Ami,Newton Compton,Narrativa,
Melville Herman,Moby Dick,Feltrinelli,Narrativa,
Miller Henry,Tropico del Cancro,Feltrinelli,Narrativa,
Murakami Haruki,1Q84,Einaudi,Narrativa,
Nabokov Vladimir,Lolita,Mondadori,Narrativa,
Orwell George,1984,Mondadori,Narrativa,
Pamuk Orhan,Il mio nome è rosso,Feltrinelli,Narrativa,
Pessoa Fernando,Il libro dell'inquietudine,Einaudi,Narrativa,
Pirandello Luigi,Uno, nessuno e centomila,Mondadori,Narrativa,
Poe Edgar Allan,Racconti,Giunti,Narrativa,
Proust Marcel,Alla ricerca del tempo perduto,Mondadori,Narrativa,
Pullman Philip,La bussola d'oro,Mondadori,Fantasy,
Roth Philip,Lamento di Portnoy,Mondadori,Narrativa,
Rushdie Salman,I versi satanici,Adelphi,Narrativa,
Saramago José,Cecità,Einaudi,Narrativa,
Sartre Jean-Paul,La nausea,Einaudi,Narrativa,
Saviano Roberto,Gomorra,Mondadori,Narrativa,
Shakespeare William,Macbeth,Newton Compton,Narrativa teatrale,
Silone Ignazio,Fontamara,Einaudi,Narrativa,
Sinclair Upton,La giungla,Feltrinelli,Narrativa,
Smith Zadie,On Beauty,Einaudi,Narrativa,
Stendhal,Il rosso e il nero,Newton Compton,Narrativa,
Steinbeck John,Uomini e topi,Mondadori,Narrativa,
Stoker Bram,Dracula,Newton Compton,Horror,
Swift Jonathan,I viaggi di Gulliver,Newton Compton,Narrativa,
Tolkien J.R.R.,Il Signore degli Anelli,Mondadori,Fantasy,
Tolstoj Lev,Anna Karenina,Einaudi,Narrativa,
Twain Mark,Le avventure di Tom Sawyer,Newton Compton,Narrativa per ragazzi,
Verne Jules,Ventimila leghe sotto i mari,Newton Compton,Avventura,
Voltaire,Candido,Newton Compton,Narrativa,
Wilde Oscar,Il ritratto di Dorian Gray,Feltrinelli,Narrativa,
Woolf Virginia,La signora Dalloway,Adelphi,Narrativa,
Zafón Carlos Ruiz,L'ombra del vento,Mondadori,Narrativa,
Zusak Markus,Storia di una ladra di libri,Frassinelli,Narrativa,
Abbott Megan,La fine di tutto,Fazi, Thriller,
Abraham Daniel,La battaglia dei re,Delos Books,Fantasy,
Ackerman Elliot,Dark at the Crossing,Knopf,Narrativa,
Adams Scott,Strisce del diluvio,Rizzoli Comics,Fumetto,
Adams Taylor,L'anno del pensiero magico,Adelphi,Narrativa,
Achmatova Anna ,La corsa del tempo,Einaudi,Narrativa,
Adams Douglas ,Guida galattica per gli autostoppisti,Mondadori,Sci-Fi,
Ammaniti Niccolò ,La vita intima,Einaudi,Narrativa,
Artusi Pellegrino,La scienza in cucina e l'arte di mangiar bene,Giunti,Saggistica,
Auci Stefania,I Leoni di Sicilia,Nord ,Narrativa,
Auci Stefania,L'inverno dei Leoni,Nord ,Narrativa,
Auster Paul ,4 3 2 1,Einaudi,Narrativa,
Auster Paul ,Trilogia di New York,Einaudi,Narrativa,
Baldwin James,La stanza di Giovanni,Fandango,Narrativa,
Bardugo Leigh ,Sei di corvi,Mondadori,Fantasy,
Bardugo Leigh ,La nona casa,Mondadori,Fantasy,
Baricco Alessandro ,The Game,Einaudi,Saggistica,
Barnes Julian ,Il pappagallo di Flaubert,Einaudi,Saggistica,
Barone Marta,Città sommerse,Bompiani,Narrativa,
Bartezzaghi Stefano,Scrittori giocatori,Einaudi,Saggistica,
"Berhoud Ella, Elderkin Susan",Curarsi con i libri,Sellerio,Saggistica,
Bernhard Thomas ,Amras,Einaudi,Narrativa,
Bertola Stefania ,Le cure della casa,Einaudi,Narrativa,
Bertola Stefania ,Romanzo rosa,Einaudi,Narrativa,In prestito
Bethell Shaun ,Una vita da libraio,Einaudi,Narrativa,
Bevilacqua Giacomo,Il suono del mondo a memoria,Bao,Graphic novel,
Blanchot Maurice ,La conversazione infinita,Einaudi,Saggistica,
"Bongiorni Francesc, Polidoro Massimo",Atlante dei luoghi misteriosi dell'antichità,Bompiani,Saggistica,
Brotton Jerry,La storia del mondo in dieci mappe,Feltrinelli,Saggistica,
Buzzati Dino ,Poema a fumetti,Mondadori,Graphic novel,
Cameron Peter,Un giorno tutto questo dolore ti sarà utile,Adelphi,Narrativa,
Caminito Giulia,L'acqua del lago non è mai dolce,Bompiani,Narrativa,
Canetti Elias,La lingua salvata,Adelphi,Saggistica,
Capote Truman,A sangue freddo,Garzanti,Narrativa,
Caringella Francesco,La corruzione spiegata ai ragazzi,Mondadori,Saggistica,
Carrère Emmanuel,L'avversario,Adelphi,Narrativa,
Carrère Emmanuel,La settimana bianca,Adelphi,Narrativa,
Carrère Emmanuel,Yoga,Adelphi,Narrativa,
Carrère Emmanuel,V13,Adelphi,Narrativa,
Cartabia Marta,Giustizia e mito,Il Mulino,Saggistica,
Carver Raymond ,Cattedrale,Einaudi,Narrativa,
Cavalli Patrizia ,Vita meravigliosa,Einaudi,Narrativa,
"Cavallo Francesca, Favilli Elena",Storia della buonanotte per bambine ribelli,Mondadori,Narrativa per bambini,
Chomsky Noam,Il linguaggio e la mente,Bollati Boringhieri,Saggistica,
Cioran E. M.,Antologia del ritratto,Adelphi,Saggistica,
Citati Pietro,La ragazza con gli occhi d'oro,Adelphi,Saggistica,
Clarke Susanne,Jonathan Strange & il signor Norrell,Fazi,Fantasy,
Cognetti Paolo ,Le otto montagne,Einaudi,Narrativa,
Costa Francesco,Questa è l'America,Mondadori,Saggistica,
Cummings E. E. ,Poesie,Einaudi,Poesia,
Dabos Christelle,Fidanzati dell'inverno,e/o,Fantasy,
Dabos Christelle,La memoria di Babel,e/o,Fantasy,
Dabos Christelle,Echi in tempesta,e/o,Fantasy,
Dabos Christelle,Gli scomparsi di Chiardiluna,e/o,Fantasy,
Dai Pra’ Silvia ,I giudizi sospesi,Einaudi,Narrativa,
Danelewski Mark Z.,Casa di foglie,66thand2nd;,Letteratura ergodica,
de Beauvoir Simone,Il secondo sesso,Il Saggiatore,Saggistica,
DeLillo Don ,L’uomo che cade,Einaudi,Narrativa,
Diamond Jared ,"Armi, acciaio e malattie",Einaudi,Saggistica,
Dick Philip K. ,L’uomo nell’alto castello,Mondadori,Sci-Fi,
Didion Joan,Idee fisse:  l'America dopo l'11 settembre,Il Saggiatore,Saggistica,
Donaldson Julia,Il Gruffalò,Emme Edizioni,Narrativa per bambini,
Donati Alba ,La libreria sulla collina,Einaudi,Narrativa,
Doom Erin,Fabbricante di lacrime,Salani,Narrativa per ragazzi,
Duffy Bobby ,I rischi della percezione,Einaudi,Saggistica,
Durrell Gerald,La mia famiglia e altri animali,Adelphi,Narrativa,
Eliot George,Middlemarch,Mondadori,Narrativa,
